"wavenumber","intensity"
674.9918,0.3023982
678.8489,0.3036774
682.706,0.3036774
686.5631,0.3056659
690.4202,0.3065741
694.2773,0.306626
698.1344,0.307409
701.9915,0.3066637
705.8486,0.3058736
709.7057,0.3053972
713.5628,0.3043608
717.4199,0.3029239
721.277,0.3004363
725.1341,0.2978212
728.9911,0.296296
732.8483,0.2945478
736.7054,0.2927407
740.5624,0.2909453
744.4196,0.2886795
748.2767,0.2867661
752.1337,0.2870974
755.9908,0.2876623
759.848,0.2872247
763.705,0.2870583
767.5621,0.2868353
771.4193,0.2859753
775.2763,0.2859481
779.1334,0.2851011
782.9905,0.2844967
786.8476,0.2850694
790.7047,0.2858521
794.5618,0.2863228
798.4189,0.287201
802.276,0.2885491
806.1331,0.2898591
809.9902,0.2907782
813.8473,0.2911512
817.7043,0.2916327
821.5615,0.2928075
825.4186,0.2932811
829.2756,0.2933411
833.1328,0.2935958
836.9899,0.2941628
840.8469,0.294448
844.704,0.2952699
848.5612,0.2964337
852.4182,0.2967954
856.2753,0.295745
860.1324,0.2947185
863.9895,0.2954842
867.8466,0.2974376
871.7037,0.2986645
875.5608,0.2991872
879.4179,0.2998747
883.275,0.3007994
887.1321,0.3012257
890.9892,0.302372
894.8463,0.3033482
898.7034,0.3032611
902.5605,0.3033387
906.4176,0.3033701
910.2747,0.3034382
914.1318,0.3043423
917.9889,0.3052375
921.8459,0.3058628
925.7031,0.3055983
929.5602,0.3050474
933.4172,0.3044073
937.2744,0.3039404
941.1315,0.30336
944.9885,0.3029942
948.8456,0.3032342
952.7028,0.3031963
956.5598,0.3032324
960.4169,0.3037686
964.274,0.3044065
968.1311,0.3063137
971.9882,0.3090232
975.8453,0.3108451
979.7024,0.3110388
983.5595,0.3093481
987.4166,0.3079448
991.2737,0.3093549
995.1308,0.311265
998.9879,0.3122348
1002.845,0.3124939
1006.702,0.3114868
1010.559,0.3096052
1014.416,0.3082714
1018.273,0.3072307
1022.13,0.3064219
1025.988,0.3063371
1029.845,0.3065441
1033.702,0.3069302
1037.559,0.3076535
1041.416,0.3080044
1045.273,0.307844
1049.13,0.3074829
1052.987,0.3083538
1056.844,0.3094065
1060.701,0.309826
1064.559,0.3098198
1068.416,0.3098556
1072.273,0.3087411
1076.13,0.3066684
1079.987,0.3045269
1083.844,0.3023176
1087.701,0.300129
1091.558,0.2979344
1095.415,0.2959688
1099.272,0.2949777
1103.13,0.2939661
1106.987,0.2925116
1110.844,0.2911129
1114.701,0.2897104
1118.558,0.2880752
1122.415,0.2869309
1126.272,0.2853266
1130.129,0.2832601
1133.986,0.2814238
1137.843,0.2803995
1141.7,0.2801716
1145.558,0.2808983
1149.415,0.28293
1153.272,0.2862417
1157.129,0.2892002
1160.986,0.2915117
1164.843,0.2937704
1168.7,0.2951726
1172.557,0.2941037
1176.414,0.2904429
1180.271,0.2855065
1184.129,0.2811338
1187.986,0.2783752
1191.843,0.2770048
1195.7,0.2768125
1199.557,0.2779602
1203.414,0.2802083
1207.271,0.2835921
1211.128,0.2877053
1214.985,0.2920798
1218.842,0.2959786
1222.699,0.2989135
1226.557,0.3011554
1230.414,0.3029142
1234.271,0.3042033
1238.128,0.3045447
1241.985,0.3037573
1245.842,0.3030644
1249.699,0.3024025
1253.556,0.3017167
1257.413,0.3016523
1261.271,0.3021975
1265.128,0.3029384
1268.985,0.3030108
1272.842,0.3015372
1276.699,0.298792
1280.556,0.2955528
1284.413,0.2926455
1288.27,0.2899734
1292.127,0.2876002
1295.984,0.2857097
1299.841,0.2843435
1303.698,0.2834544
1307.556,0.2827915
1311.413,0.2816015
1315.27,0.2799653
1319.127,0.2785328
1322.984,0.2779742
1326.841,0.2780012
1330.698,0.2781429
1334.555,0.277729
1338.412,0.2768713
1342.27,0.2756076
1346.127,0.2739812
1349.984,0.2724309
1353.841,0.2712559
1357.698,0.2705205
1361.555,0.2712691
1365.412,0.273001
1369.269,0.2742909
1373.126,0.2748573
1376.983,0.2750264
1380.84,0.2751198
1384.698,0.2753745
1388.555,0.276017
1392.412,0.2765775
1396.269,0.277298
1400.126,0.2785369
1403.983,0.2795634
1407.84,0.2803974
1411.697,0.2803305
1415.554,0.2789658
1419.411,0.276864
1423.269,0.2755277
1427.125,0.275589
1430.983,0.2769402
1434.84,0.2801722
1438.697,0.2853279
1442.554,0.288664
1446.411,0.2906905
1450.268,0.2913906
1454.125,0.2895185
1457.982,0.2850654
1461.839,0.281922
1465.697,0.2799442
1469.554,0.278659
1473.411,0.2776012
1477.268,0.2769015
1481.125,0.2769724
1484.982,0.2779464
1488.839,0.2798706
1492.696,0.281173
1496.553,0.2820823
1500.41,0.283375
1504.268,0.2841151
1508.125,0.286409
1511.982,0.2880234
1515.839,0.2878985
1519.696,0.2865199
1523.553,0.2850164
1527.41,0.2848716
1531.267,0.284799
1535.124,0.2839873
1538.981,0.2824546
1542.838,0.2818257
1546.696,0.2826623
1550.553,0.2829546
1554.41,0.2825863
1558.267,0.2825485
1562.124,0.2823301
1565.981,0.2824856
1569.838,0.2823034
1573.695,0.281788
1577.552,0.2812434
1581.409,0.2811804
1585.267,0.2813705
1589.124,0.2821953
1592.981,0.2834449
1596.838,0.2848616
1600.695,0.2861878
1604.552,0.2875431
1608.409,0.2889315
1612.266,0.2894832
1616.123,0.2892403
1619.98,0.2893147
1623.837,0.2895888
1627.695,0.2901748
1631.552,0.2901056
1635.409,0.2898064
1639.266,0.2896079
1643.123,0.2891377
1646.98,0.2879622
1650.837,0.2857659
1654.694,0.2833945
1658.551,0.282785
1662.408,0.2819816
1666.266,0.2812426
1670.123,0.2798756
1673.98,0.2781461
1677.837,0.2767271
1681.694,0.2748296
1685.551,0.2726499
1689.408,0.2715616
1693.265,0.2694132
1697.122,0.2648144
1700.979,0.2556527
1704.837,0.2477082
1708.694,0.2422269
1712.551,0.2392712
1716.408,0.2369278
1720.265,0.2352639
1724.122,0.2342905
1727.979,0.2334417
1731.836,0.2319832
1735.693,0.2306695
1739.55,0.2297375
1743.407,0.2288491
1747.265,0.2271147
1751.122,0.2251331
1754.979,0.2235397
1758.836,0.2222084
1762.693,0.2208379
1766.55,0.2196746
1770.407,0.218133
