"wavenumber","intensity"
674.9918,0.3115985
678.8489,0.3062316
682.706,0.3063043
686.5631,0.3077666
690.4202,0.308094
694.2773,0.3075966
698.1344,0.306641
701.9915,0.3059279
705.8486,0.304435
709.7057,0.3040394
713.5628,0.3046144
717.4199,0.3045774
721.277,0.3031743
725.1341,0.302888
728.9911,0.302512
732.8483,0.302425
736.7054,0.3020807
740.5624,0.3013181
744.4196,0.3002637
748.2767,0.3002205
752.1337,0.2996645
755.9908,0.2999391
759.848,0.2998828
763.705,0.2997586
767.5621,0.2991882
771.4193,0.2990926
775.2763,0.2990527
779.1334,0.299572
782.9905,0.3003276
786.8476,0.3023697
790.7047,0.3052222
794.5618,0.3092219
798.4189,0.3141457
802.276,0.3225674
806.1331,0.3325407
809.9902,0.333896
813.8473,0.3234378
817.7043,0.3141208
821.5615,0.3116436
825.4186,0.312871
829.2756,0.3155675
833.1328,0.3240185
836.9899,0.3454099
840.8469,0.363911
844.704,0.3483717
848.5612,0.3250164
852.4182,0.3151473
856.2753,0.3120368
860.1324,0.3097677
863.9895,0.3078914
867.8466,0.3062224
871.7037,0.3049034
875.5608,0.3046275
879.4179,0.3044986
883.275,0.3044913
887.1321,0.305485
890.9892,0.309297
894.8463,0.3198217
898.7034,0.3282819
902.5605,0.3214903
906.4176,0.3082436
910.2747,0.3016791
914.1318,0.2998836
917.9889,0.2990768
921.8459,0.2986922
925.7031,0.2988751
929.5602,0.2991521
933.4172,0.3014058
937.2744,0.3058813
941.1315,0.3089104
944.9885,0.3077159
948.8456,0.3064305
952.7028,0.3079451
956.5598,0.3117982
960.4169,0.3185554
964.274,0.3329624
968.1311,0.3601156
971.9882,0.3867873
975.8453,0.3804666
979.7024,0.3509563
983.5595,0.330425
987.4166,0.3283198
991.2737,0.3435673
995.1308,0.369139
998.9879,0.3742363
1002.845,0.3503966
1006.702,0.3276145
1010.559,0.3167959
1014.416,0.3116501
1018.273,0.3085965
1022.13,0.3066186
1025.988,0.3056794
1029.845,0.305302
1033.702,0.3061264
1037.559,0.3080744
1041.416,0.3113858
1045.273,0.3122621
1049.13,0.3092737
1052.987,0.3056944
1056.844,0.3041796
1060.701,0.3038355
1064.559,0.3037998
1068.416,0.3038156
1072.273,0.3040221
1076.13,0.3044717
1079.987,0.3048597
1083.844,0.3054318
1087.701,0.3062154
1091.558,0.3080743
1095.415,0.3127032
1099.272,0.3186656
1103.13,0.3211583
1106.987,0.3167227
1110.844,0.3109805
1114.701,0.3077509
1118.558,0.3065238
1122.415,0.305693
1126.272,0.3055835
1130.129,0.3067428
1133.986,0.309756
1137.843,0.3146935
1141.7,0.3231386
1145.558,0.3344617
1149.415,0.3465512
1153.272,0.3556429
1157.129,0.362864
