"wavenumber","intensity"
674.9918,0.3433202
678.8489,0.3393896
682.706,0.3393896
686.5631,0.3384211
690.4202,0.3392462
694.2773,0.3400219
698.1344,0.3397127
701.9915,0.3400938
705.8486,0.3404064
709.7057,0.3395843
713.5628,0.3383701
717.4199,0.3359186
721.277,0.3338306
725.1341,0.3318295
728.9911,0.3298492
732.8483,0.3287665
736.7054,0.3276231
740.5624,0.3267961
744.4196,0.3263382
748.2767,0.3261852
752.1337,0.3255914
755.9908,0.3244137
759.848,0.3240338
763.705,0.3248217
767.5621,0.3249713
771.4193,0.3249407
775.2763,0.3249669
779.1334,0.3245677
782.9905,0.3241737
786.8476,0.3238026
790.7047,0.3231272
794.5618,0.3222354
798.4189,0.3214345
802.276,0.3210206
806.1331,0.321039
809.9902,0.3209898
813.8473,0.3207013
817.7043,0.3211833
821.5615,0.32196
825.4186,0.3215565
829.2756,0.3212822
833.1328,0.3212534
836.9899,0.3219382
840.8469,0.3232541
844.704,0.3236581
848.5612,0.3234782
852.4182,0.3232411
856.2753,0.3234873
860.1324,0.3247086
863.9895,0.3257174
867.8466,0.3262106
871.7037,0.326604
875.5608,0.3273858
879.4179,0.3282083
883.275,0.3290701
887.1321,0.3304273
890.9892,0.331925
894.8463,0.3326466
898.7034,0.3319488
902.5605,0.3307322
906.4176,0.3304304
910.2747,0.3295371
914.1318,0.3282553
917.9889,0.3274437
921.8459,0.3275699
925.7031,0.328681
929.5602,0.3301189
933.4172,0.3312435
937.2744,0.3320651
941.1315,0.3332385
944.9885,0.33492
948.8456,0.3368062
952.7028,0.3388166
956.5598,0.341061
960.4169,0.3435793
964.274,0.3458961
968.1311,0.3484245
971.9882,0.3514697
975.8453,0.3556638
979.7024,0.3619483
983.5595,0.3687316
987.4166,0.3718548
991.2737,0.373619
995.1308,0.3775201
998.9879,0.3816897
1002.845,0.3836085
1006.702,0.3839127
1010.559,0.3850358
1014.416,0.3870333
1018.273,0.38896
1022.13,0.3920396
1025.988,0.3964428
1029.845,0.4009392
1033.702,0.4016919
1037.559,0.3977292
1041.416,0.3943869
1045.273,0.39604
1049.13,0.4009882
1052.987,0.4055237
1056.844,0.406414
1060.701,0.4011699
1064.559,0.3907254
1068.416,0.3799686
1072.273,0.3723091
1076.13,0.366187
1079.987,0.3610473
1083.844,0.3586929
1087.701,0.3594483
1091.558,0.3626389
1095.415,0.3679671
1099.272,0.3743625
1103.13,0.3796172
1106.987,0.3828643
1110.844,0.3811646
1114.701,0.3725789
1118.558,0.3612535
1122.415,0.3518294
1126.272,0.3430589
1130.129,0.3350691
1133.986,0.3306269
1137.843,0.3304521
1141.7,0.3342184
1145.558,0.3390407
1149.415,0.3423116
1153.272,0.3449142
1157.129,0.3471454
1160.986,0.3465156
1164.843,0.3399677
1168.7,0.3286449
1172.557,0.3174137
1176.414,0.3092452
1180.271,0.3041525
1184.129,0.3015331
1187.986,0.3018552
1191.843,0.3043332
1195.7,0.3074673
1199.557,0.3101437
1203.414,0.3118227
1207.271,0.3110033
1211.128,0.3081137
1214.985,0.3068404
1218.842,0.3080365
1222.699,0.3101361
1226.557,0.3125377
1230.414,0.3150912
1234.271,0.31673
1238.128,0.316988
1241.985,0.3173322
1245.842,0.3179243
1249.699,0.3178672
1253.556,0.31767
1257.413,0.3178181
1261.271,0.317998
1265.128,0.3183496
1268.985,0.3195402
1272.842,0.3216098
1276.699,0.3238459
1280.556,0.3244718
1284.413,0.3229468
1288.27,0.3212785
1292.127,0.3208077
1295.984,0.3217038
1299.841,0.3241556
1303.698,0.3280329
1307.556,0.3325704
1311.413,0.3372009
1315.27,0.3396885
1319.127,0.338094
1322.984,0.3347206
1326.841,0.3331776
1330.698,0.3345672
1334.555,0.3361124
1338.412,0.3346514
1342.27,0.3313785
1346.127,0.3291545
1349.984,0.3287598
1353.841,0.329985
1357.698,0.3310573
1361.555,0.3310541
1365.412,0.3312328
1369.269,0.3315938
1373.126,0.3294751
1376.983,0.3247418
1380.84,0.3202406
1384.698,0.3164973
1388.555,0.3139957
1392.412,0.3129638
1396.269,0.3127277
1400.126,0.3134226
1403.983,0.3145856
1407.84,0.3161441
1411.697,0.318098
1415.554,0.3201393
1419.411,0.3235756
1423.269,0.3268396
1427.125,0.3283117
1430.983,0.3275793
1434.84,0.3249382
1438.697,0.321788
1442.554,0.3204534
1446.411,0.3199055
1450.268,0.3199348
1454.125,0.3199365
1457.982,0.3179053
1461.839,0.315476
1465.697,0.3129736
1469.554,0.3099187
1473.411,0.3058861
1477.268,0.3036825
1481.125,0.3031851
1484.982,0.301755
1488.839,0.299627
1492.696,0.298995
1496.553,0.2993062
1500.41,0.2998077
1504.268,0.3003201
1508.125,0.2999759
1511.982,0.3005563
1515.839,0.301005
1519.696,0.3013505
1523.553,0.3018775
1527.41,0.302297
1531.267,0.3029812
