399.8484859844,71.6024301333
401.2765162915,55.1616339592
402.7045465986,67.4498940331
404.1325769057,75.2369763666
405.5606072128,60.3884146638
406.9886375199,64.5074383448
408.4166678269,73.6343406356
409.8446981340,67.0191856098
411.2727284411,64.0747369508
412.7007587482,67.5363478260
414.1287890553,76.2182339750
415.5568193624,77.1566299408
416.9848496695,69.8571889708
418.4128799766,67.0834392631
419.8409102836,68.9963498809
421.2689405907,69.8003161841
422.6969708978,75.9268817740
424.1250012049,74.8564968031
425.5530315120,68.2758479835
426.9810618191,73.3423977160
428.4090921262,79.9401436885
429.8371224332,78.1581346277
431.2651527403,70.7321430810
432.6931830474,68.1247806081
434.1212133545,77.3093492661
435.5492436616,81.0615080175
436.9772739687,71.3983031489
438.4053042758,69.1365292971
439.8333345829,72.9010462157
441.2613648899,73.9981466078
442.6893951970,73.6231452732
444.1174255041,73.8577005225
445.5454558112,74.4435309312
446.9734861183,72.6061598060
448.4015164254,70.4499643099
449.8295467325,72.7213162326
451.2575770396,73.9484143599
452.6856073466,74.0966655248
454.1136376537,74.9374909320
455.5416679608,71.5791138648
456.9696982679,67.6052315591
458.3977285750,70.4477463783
459.8257588821,70.9388529515
461.2537891892,70.3417090053
462.6818194963,71.6176140756
464.1098498033,71.8586268597
465.5378801104,72.4945684718
466.9659104175,71.0998746150
468.3939407246,68.5124513372
469.8219710317,70.3988945224
471.2500013388,71.1853091964
472.6780316459,70.1185549806
474.1060619530,71.6905625646
475.5340922600,70.9964839700
476.9621225671,69.7790822253
478.3901528742,70.0000620410
479.8181831813,69.4287381087
481.2462134884,71.5109941976
482.6742437955,73.3812556814
484.1022741026,70.3651309484
485.5303044097,69.8574340878
486.9583347167,71.7493019762
488.3863650238,71.0379072175
489.8143953309,70.7067863781
491.2424256380,69.9432522284
492.6704559451,68.1303159531
494.0984862522,69.0877647618
495.5265165593,70.1080877542
496.9545468663,70.1172242786
498.3825771734,71.3559846939
499.8106074805,70.4443674342
501.2386377876,68.2446880225
502.6666680947,68.6657780964
504.0946984018,69.1952620707
505.5227287089,69.0625501436
506.9507590160,69.3438114886
508.3787893230,68.5009834803
509.8068196301,68.1600399329
511.2348499372,68.9146536880
512.6628802443,68.8211089834
514.0909105514,68.9813453263
515.5189408585,69.0726607034
516.9469711656,67.8609744756
518.3750014727,67.4368671006
519.8030317797,68.0488193648
521.2310620868,68.5603400261
522.6590923939,68.3278941138
524.0871227010,67.1919794831
525.5151530081,67.3956811751
526.9431833152,68.9072828505
528.3712136223,68.3922616673
529.7992439294,67.4514335982
531.2272742364,67.7746749020
532.6553045435,67.9954618897
534.0833348506,67.4702156614
535.5113651577,66.7522834518
536.9393954648,66.7154527971
538.3674257719,67.0437873641
539.7954560790,66.7677101122
541.2234863861,66.5992246321
542.6515166931,66.6657888586
544.0795470002,66.0677889780
545.5075773073,65.5613930743
546.9356076144,65.3819393865
548.3636379215,64.9030551530
549.7916682286,64.8755404145
551.2196985357,66.0881860017
552.6477288427,67.2015176066
554.0757591498,66.8188393473
555.5037894569,66.8201813092
556.9318197640,68.5234115136
558.3598500711,69.3754886354
