"wavenumber","intensity"
674.9918,-0.03916825
678.8489,-0.04538804
682.706,-0.04535687
686.5631,-0.0446495
690.4202,-0.04360621
694.2773,-0.04376526
698.1344,-0.04475526
701.9915,-0.04541425
705.8486,-0.04581806
709.7057,-0.0463571
713.5628,-0.04764672
717.4199,-0.05164631
721.277,-0.05578113
725.1341,-0.05698748
728.9911,-0.05906402
732.8483,-0.06141739
736.7054,-0.06331529
740.5624,-0.06400121
744.4196,-0.06598325
748.2767,-0.06861182
752.1337,-0.07070689
755.9908,-0.07347098
759.848,-0.07809693
763.705,-0.08155795
767.5621,-0.08564351
771.4193,-0.08875367
775.2763,-0.09204921
779.1334,-0.09522957
782.9905,-0.09825461
786.8476,-0.1011636
790.7047,-0.103435
794.5618,-0.1074018
798.4189,-0.112325
802.276,-0.115715
806.1331,-0.1174637
809.9902,-0.1187546
813.8473,-0.1208203
817.7043,-0.1228228
821.5615,-0.1242402
825.4186,-0.125944
829.2756,-0.127612
833.1328,-0.126831
836.9899,-0.1275842
840.8469,-0.1296561
844.704,-0.1309255
848.5612,-0.133069
852.4182,-0.1366935
856.2753,-0.138216
860.1324,-0.1392198
863.9895,-0.1389818
867.8466,-0.137852
871.7037,-0.1380635
875.5608,-0.1392522
879.4179,-0.1409344
883.275,-0.1426193
887.1321,-0.143257
890.9892,-0.143333
894.8463,-0.1440414
898.7034,-0.1450625
902.5605,-0.1465034
906.4176,-0.1492333
910.2747,-0.1500687
914.1318,-0.1489657
917.9889,-0.1469938
921.8459,-0.1451204
925.7031,-0.1442497
929.5602,-0.1442258
933.4172,-0.1440808
937.2744,-0.1449893
941.1315,-0.1460019
944.9885,-0.1471032
948.8456,-0.1486886
952.7028,-0.1499217
956.5598,-0.1505186
960.4169,-0.1507732
964.274,-0.1513213
968.1311,-0.1514968
971.9882,-0.1503923
975.8453,-0.149783
979.7024,-0.1490765
983.5595,-0.1474995
987.4166,-0.1464704
991.2737,-0.1464421
995.1308,-0.1466566
998.9879,-0.1462841
1002.845,-0.1451954
1006.702,-0.1432999
1010.559,-0.141356
1014.416,-0.1386271
1018.273,-0.1357287
1022.13,-0.1340583
1025.988,-0.1318061
1029.845,-0.1282891
1033.702,-0.1243337
1037.559,-0.1203144
1041.416,-0.1164182
1045.273,-0.1150849
1049.13,-0.1162687
1052.987,-0.1170653
1056.844,-0.1167227
1060.701,-0.1165165
1064.559,-0.1162935
1068.416,-0.1157148
1072.273,-0.1146941
1076.13,-0.1133883
1079.987,-0.1126447
1083.844,-0.113496
1087.701,-0.1152946
1091.558,-0.117247
1095.415,-0.1184625
1099.272,-0.1188132
1103.13,-0.118817
1106.987,-0.1187392
1110.844,-0.1196108
1114.701,-0.1204961
1118.558,-0.1203982
1122.415,-0.1202418
1126.272,-0.1200593
1130.129,-0.1206824
1133.986,-0.1214314
1137.843,-0.1221162
1141.7,-0.1228602
1145.558,-0.12314
1149.415,-0.1216199
1153.272,-0.1201747
1157.129,-0.119834
1160.986,-0.1192266
1164.843,-0.1181237
1168.7,-0.1173663
1172.557,-0.1170473
1176.414,-0.1168986
1180.271,-0.1173888
1184.129,-0.1177942
1187.986,-0.1172518
1191.843,-0.1166485
1195.7,-0.1164356
1199.557,-0.1158391
1203.414,-0.114871
1207.271,-0.1145806
1211.128,-0.1148728
1214.985,-0.114428
1218.842,-0.1135531
1222.699,-0.1127709
1226.557,-0.1113788
1230.414,-0.1099736
1234.271,-0.1093992
1238.128,-0.1092541
1241.985,-0.1089892
1245.842,-0.1087784
1249.699,-0.1092518
1253.556,-0.1103685
1257.413,-0.1110538
1261.271,-0.1114476
1265.128,-0.1120113
1268.985,-0.1124247
1272.842,-0.11287
1276.699,-0.1135391
1280.556,-0.1141041
1284.413,-0.1141823
1288.27,-0.1143521
1292.127,-0.1143401
1295.984,-0.1143012
1299.841,-0.1144843
1303.698,-0.1147116
1307.556,-0.1151331
1311.413,-0.1158649
1315.27,-0.116176
1319.127,-0.1169157
1322.984,-0.1181612
1326.841,-0.1190915
1330.698,-0.1201974
1334.555,-0.121058
1338.412,-0.1217119
1342.27,-0.1226138
1346.127,-0.1228946
1349.984,-0.122598
1353.841,-0.1229123
1357.698,-0.1240215
1361.555,-0.1236628
1365.412,-0.1224042
1369.269,-0.1220617
1373.126,-0.1218154
1376.983,-0.120614
1380.84,-0.1193628
1384.698,-0.1181717
1388.555,-0.1174932
1392.412,-0.117251
1396.269,-0.1180903
1400.126,-0.1189536
1403.983,-0.1189525
1407.84,-0.1189339
1411.697,-0.11942
1415.554,-0.1200983
1419.411,-0.120833
1423.269,-0.1218152
1427.125,-0.1220706
1430.983,-0.1216704
1434.84,-0.1213223
1438.697,-0.1208366
1442.554,-0.1201573
1446.411,-0.1191544
1450.268,-0.1182219
1454.125,-0.1185231
1457.982,-0.1213051
1461.839,-0.1227574
1465.697,-0.1227006
1469.554,-0.1227365
1473.411,-0.1252123
1477.268,-0.1274306
1481.125,-0.1274912
1484.982,-0.1265214
1488.839,-0.1247138
1492.696,-0.1237543
1496.553,-0.1230089
1500.41,-0.1218404
1504.268,-0.1219212
1508.125,-0.1227272
1511.982,-0.1220124
1515.839,-0.121377
1519.696,-0.1214696
1523.553,-0.1218629
1527.41,-0.1212725
1531.267,-0.1203588
1535.124,-0.1202622
1538.981,-0.1223565
1542.838,-0.1245408
1546.696,-0.1231786
1550.553,-0.1219038
1554.41,-0.1215093
1558.267,-0.1218144
1562.124,-0.1219865
1565.981,-0.1209594
1569.838,-0.120799
1573.695,-0.1210698
1577.552,-0.1224179
1581.409,-0.1228711
1585.267,-0.1235042
1589.124,-0.1237917
1592.981,-0.1240413
1596.838,-0.1244202
1600.695,-0.124468
1604.552,-0.1242314
1608.409,-0.1241258
1612.266,-0.1244234
1616.123,-0.1256284
1619.98,-0.1268531
1623.837,-0.1282643
1627.695,-0.1284867
1631.552,-0.128062
1635.409,-0.1287157
1639.266,-0.1292692
1643.123,-0.1287369
1646.98,-0.1291334
1650.837,-0.1316588
1654.694,-0.1345623
1658.551,-0.133558
1662.408,-0.1321326
1666.266,-0.1313236
1670.123,-0.1315503
1673.98,-0.131497
1677.837,-0.1313061
1681.694,-0.1315122
1685.551,-0.130456
1689.408,-0.1274145
1693.265,-0.1258635
1697.122,-0.1262947
1700.979,-0.1300921
1704.837,-0.136841
1708.694,-0.1450549
1712.551,-0.1534318
1716.408,-0.1647626
1720.265,-0.175598
1724.122,-0.1816701
1727.979,-0.1867002
1731.836,-0.1926044
1735.693,-0.1999196
1739.55,-0.2058806
1743.407,-0.2113019
1747.265,-0.2168681
1751.122,-0.2231771
1754.979,-0.2284469
1758.836,-0.23191
1762.693,-0.2341464
1766.55,-0.2359951
1770.407,-0.2393794
1774.264,-0.2425091
1778.121,-0.2439705
1781.978,-0.2449044
1785.836,-0.2455276
1789.693,-0.2465656
1793.55,-0.2478798
1797.407,-0.248746
1801.264,-0.2499277
1805.121,-0.250752
1808.978,-0.2517421
1812.835,-0.2528749
1816.692,-0.2537458
1820.549,-0.2541946
1824.406,-0.2548244
1828.264,-0.2563321
1832.121,-0.2572076
1835.978,-0.2569882
1839.835,-0.2570658
1843.692,-0.2575487
1847.549,-0.2583937
1851.406,-0.2589247
1855.263,-0.2584287
1859.12,-0.2573087
1862.977,-0.2572861
1866.835,-0.2580694
1870.692,-0.2587107
1874.549,-0.2588022
1878.406,-0.2582831
1882.263,-0.2578049
1886.12,-0.2578562
1889.977,-0.2578314
1893.834,-0.2581087
1897.691,-0.2584681
1901.548,-0.2585352
1905.406,-0.2587422
1909.263,-0.2587978
1913.12,-0.2586092
1916.977,-0.2586604
1920.834,-0.2589286
1924.691,-0.2592825
1928.548,-0.2592029
1932.405,-0.2586354
1936.262,-0.2583412
1940.119,-0.2585075
1943.976,-0.2590468
1947.834,-0.2594041
1951.691,-0.2591677
1955.548,-0.2588483
1959.405,-0.2587922
1963.262,-0.2587247
1967.119,-0.2583057
1970.976,-0.2578896
1974.833,-0.2583842
1978.69,-0.2590137
1982.547,-0.2587497
1986.405,-0.258473
1990.262,-0.2583955
1994.119,-0.2584856
1997.976,-0.2584318
2001.833,-0.2580234
2005.69,-0.2577132
2009.547,-0.2576436
2013.404,-0.2576244
2017.261,-0.2573241
2021.118,-0.2569582
2024.975,-0.256754
2028.833,-0.2568523
2032.69,-0.2563654
2036.547,-0.2561753
2040.404,-0.2565789
2044.261,-0.2568123
2048.118,-0.2570781
2051.975,-0.2576044
2055.832,-0.2576482
2059.689,-0.2571632
2063.546,-0.2566367
2067.404,-0.2567622
2071.261,-0.2568313
2075.118,-0.2564821
2078.975,-0.2561931
2082.832,-0.2561674
2086.689,-0.2563086
2090.546,-0.2564306
2094.403,-0.2559623
2098.26,-0.2557914
2102.117,-0.2560956
2105.975,-0.2560431
2109.832,-0.2559588
2113.689,-0.2559844
2117.546,-0.2560395
2121.403,-0.2561139
2125.26,-0.2559558
2129.117,-0.256174
2132.974,-0.2568819
2136.831,-0.2572469
2140.688,-0.2569768
2144.545,-0.2569379
2148.403,-0.2569326
2152.26,-0.2567056
2156.117,-0.2569896
2159.974,-0.2577032
2163.831,-0.2578179
2167.688,-0.2577626
2171.545,-0.2581144
2175.402,-0.2582269
2179.259,-0.2581334
2183.116,-0.2580589
2186.974,-0.2582251
2190.831,-0.2584459
